date,place,count,state,scrapped
2020-04-09,Waverley,170,NSW,2020-04-08 23:56:34
2020-04-09,Total,2734,NSW,2020-04-08 23:56:34
2020-04-09,Ararat (RC),1,VIC,2020-04-08 23:56:34
2020-04-09,Ballarat (C),10,VIC,2020-04-08 23:56:34
2020-04-09,Banyule (C),73,VIC,2020-04-08 23:56:34
2020-04-09,Bass Coast (S),4,VIC,2020-04-08 23:56:34
2020-04-09,Baw Baw (S),5,VIC,2020-04-08 23:56:34
2020-04-09,Bayside (C),29,VIC,2020-04-08 23:56:34
2020-04-09,Benalla (RC),3,VIC,2020-04-08 23:56:34
2020-04-09,Boroondara (C),58,VIC,2020-04-08 23:56:34
2020-04-09,Brimbank (C),28,VIC,2020-04-08 23:56:34
2020-04-09,Campaspe (S),2,VIC,2020-04-08 23:56:34
2020-04-09,Cardinia (S),11,VIC,2020-04-08 23:56:34
2020-04-09,Casey (C),45,VIC,2020-04-08 23:56:34
2020-04-09,Central Goldfields (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Corangamite (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Darebin (C),32,VIC,2020-04-08 23:56:34
2020-04-09,East Gippsland (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Frankston (C),36,VIC,2020-04-08 23:56:34
2020-04-09,Gannawarra (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Glen Eira (C),45,VIC,2020-04-08 23:56:34
2020-04-09,Glenelg (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Greater Bendigo (C),9,VIC,2020-04-08 23:56:34
2020-04-09,Greater Dandenong (C),15,VIC,2020-04-08 23:56:34
2020-04-09,Greater Geelong (C),57,VIC,2020-04-08 23:56:34
2020-04-09,Greater Shepparton (C),9,VIC,2020-04-08 23:56:34
2020-04-09,Hepburn (S),2,VIC,2020-04-08 23:56:34
2020-04-09,Hobsons Bay (C),13,VIC,2020-04-08 23:56:34
2020-04-09,Horsham (RC),3,VIC,2020-04-08 23:56:34
2020-04-09,Hume (C),34,VIC,2020-04-08 23:56:34
2020-04-09,Kingston (C),19,VIC,2020-04-08 23:56:34
2020-04-09,Knox (C),12,VIC,2020-04-08 23:56:34
2020-04-09,Latrobe (C),6,VIC,2020-04-08 23:56:34
2020-04-09,Loddon (S),3,VIC,2020-04-08 23:56:34
2020-04-09,Macedon Ranges (S),5,VIC,2020-04-08 23:56:34
2020-04-09,Manningham (C),24,VIC,2020-04-08 23:56:34
2020-04-09,Mansfield (S),3,VIC,2020-04-08 23:56:34
2020-04-09,Maribyrnong (C),10,VIC,2020-04-08 23:56:34
2020-04-09,Maroondah (C),9,VIC,2020-04-08 23:56:34
2020-04-09,Melbourne (C),55,VIC,2020-04-08 23:56:34
2020-04-09,Melton (C),18,VIC,2020-04-08 23:56:34
2020-04-09,Mildura (RC),5,VIC,2020-04-08 23:56:34
2020-04-09,Mitchell (S),9,VIC,2020-04-08 23:56:34
2020-04-09,Moira (S),10,VIC,2020-04-08 23:56:34
2020-04-09,Monash (C),40,VIC,2020-04-08 23:56:34
2020-04-09,Moonee Valley (C),36,VIC,2020-04-08 23:56:34
2020-04-09,Moorabool (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Moreland (C),47,VIC,2020-04-08 23:56:34
2020-04-09,Mornington Peninsula (S),54,VIC,2020-04-08 23:56:34
2020-04-09,Mount Alexander (S),6,VIC,2020-04-08 23:56:34
2020-04-09,Moyne (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Murrindindi (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Nillumbik (S),21,VIC,2020-04-08 23:56:34
2020-04-09,Northern Grampians (S),3,VIC,2020-04-08 23:56:34
2020-04-09,Port Phillip (C),41,VIC,2020-04-08 23:56:34
2020-04-09,South Gippsland (S),4,VIC,2020-04-08 23:56:34
2020-04-09,Southern Grampians (S),2,VIC,2020-04-08 23:56:34
2020-04-09,Stonnington (C),87,VIC,2020-04-08 23:56:34
2020-04-09,Strathbogie (S),2,VIC,2020-04-08 23:56:34
2020-04-09,Surf Coast (S),9,VIC,2020-04-08 23:56:34
2020-04-09,Swan Hill (RC),3,VIC,2020-04-08 23:56:34
2020-04-09,Wangaratta (RC),1,VIC,2020-04-08 23:56:34
2020-04-09,Warrnambool (C),5,VIC,2020-04-08 23:56:34
2020-04-09,Wellington (S),8,VIC,2020-04-08 23:56:34
2020-04-09,West Wimmera (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Whitehorse (C),21,VIC,2020-04-08 23:56:34
2020-04-09,Whittlesea (C),21,VIC,2020-04-08 23:56:34
2020-04-09,Wodonga (RC),1,VIC,2020-04-08 23:56:34
2020-04-09,Wyndham (C),27,VIC,2020-04-08 23:56:34
2020-04-09,Yarra (C),23,VIC,2020-04-08 23:56:34
2020-04-09,Yarra Ranges (S),21,VIC,2020-04-08 23:56:34
2020-04-09,Yarriambiack (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Alpine (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Buloke (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Colac-Otway (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Golden Plains (S),1,VIC,2020-04-08 23:56:34
2020-04-09,Hindmarsh (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Indigo (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Pyrenees (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Queenscliffe (B),0,VIC,2020-04-08 23:56:34
2020-04-09,Towong (S),0,VIC,2020-04-08 23:56:34
2020-04-09,Unincorporated Vic,0,VIC,2020-04-08 23:56:34
2020-04-09,Cairns and Hinterland,32,QLD,2020-04-08 23:56:34
2020-04-09,Central Queensland,8,QLD,2020-04-08 23:56:34
2020-04-09,Central West,0,QLD,2020-04-08 23:56:34
2020-04-09,Darling Downs,41,QLD,2020-04-08 23:56:34
2020-04-09,Gold Coast,178,QLD,2020-04-08 23:56:34
2020-04-09,Mackay,13,QLD,2020-04-08 23:56:34
2020-04-09,Metro North,286,QLD,2020-04-08 23:56:34
2020-04-09,Metro South,218,QLD,2020-04-08 23:56:34
2020-04-09,North West,0,QLD,2020-04-08 23:56:34
2020-04-09,South West,0,QLD,2020-04-08 23:56:34
2020-04-09,Sunshine Coast,85,QLD,2020-04-08 23:56:34
2020-04-09,Torres and Cape,0,QLD,2020-04-08 23:56:34
2020-04-09,Townsville,23,QLD,2020-04-08 23:56:34
2020-04-09,West Moreton,37,QLD,2020-04-08 23:56:34
2020-04-09,Wide Bay,22,QLD,2020-04-08 23:56:34
2020-04-09,Overseas,0,QLD,2020-04-08 23:56:34
2020-04-09,Total,943**,QLD,2020-04-08 23:56:34
2020-04-09,Albany (C),7,WA,2020-04-08 23:56:34
2020-04-09,Armadale (C),7,WA,2020-04-08 23:56:34
2020-04-09,Ashburton (S),0,WA,2020-04-08 23:56:34
2020-04-09,Augusta-Margaret River (S),2,WA,2020-04-08 23:56:34
2020-04-09,Bassendean (T),2,WA,2020-04-08 23:56:34
2020-04-09,Bayswater (C),15,WA,2020-04-08 23:56:34
2020-04-09,Belmont (C),2,WA,2020-04-08 23:56:34
2020-04-09,Beverley (S),0,WA,2020-04-08 23:56:34
2020-04-09,Boddington (S),0,WA,2020-04-08 23:56:34
2020-04-09,Boyup Brook (S),0,WA,2020-04-08 23:56:34
2020-04-09,Bridgetown-Greenbushes (S),1,WA,2020-04-08 23:56:34
2020-04-09,Brookton (S),0,WA,2020-04-08 23:56:34
2020-04-09,Broome (S),11,WA,2020-04-08 23:56:34
2020-04-09,Broomehill-Tambellup (S),0,WA,2020-04-08 23:56:34
2020-04-09,Bruce Rock (S),0,WA,2020-04-08 23:56:34
2020-04-09,Bunbury (C),1,WA,2020-04-08 23:56:34
2020-04-09,Busselton (C),4,WA,2020-04-08 23:56:34
2020-04-09,Cambridge (T),3,WA,2020-04-08 23:56:34
2020-04-09,Canning (C),10,WA,2020-04-08 23:56:34
2020-04-09,Capel (S),0,WA,2020-04-08 23:56:34
2020-04-09,Carnamah (S),0,WA,2020-04-08 23:56:34
2020-04-09,Carnarvon (S),1,WA,2020-04-08 23:56:34
2020-04-09,Chapman Valley (S),0,WA,2020-04-08 23:56:34
2020-04-09,Chittering (S),0,WA,2020-04-08 23:56:34
2020-04-09,Claremont (T),5,WA,2020-04-08 23:56:34
2020-04-09,Collie (S),0,WA,2020-04-08 23:56:34
2020-04-09,Coolgardie (S),0,WA,2020-04-08 23:56:34
2020-04-09,Coorow (S),0,WA,2020-04-08 23:56:34
2020-04-09,Corrigin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Cottesloe (T),5,WA,2020-04-08 23:56:34
2020-04-09,Cranbrook (S),0,WA,2020-04-08 23:56:34
2020-04-09,Cuballing (S),0,WA,2020-04-08 23:56:34
2020-04-09,Cue (S),0,WA,2020-04-08 23:56:34
2020-04-09,Cunderdin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Dalwallinu (S),0,WA,2020-04-08 23:56:34
2020-04-09,Dandaragan (S),0,WA,2020-04-08 23:56:34
2020-04-09,Dardanup (S),2,WA,2020-04-08 23:56:34
2020-04-09,Denmark (S),0,WA,2020-04-08 23:56:34
2020-04-09,Derby-West Kimberley (S),0,WA,2020-04-08 23:56:34
2020-04-09,Donnybrook-Balingup (S),0,WA,2020-04-08 23:56:34
2020-04-09,Dowerin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Dumbleyung (S),1,WA,2020-04-08 23:56:34
2020-04-09,Dundas (S),0,WA,2020-04-08 23:56:34
2020-04-09,East Fremantle (T),3,WA,2020-04-08 23:56:34
2020-04-09,East Pilbara (S),0,WA,2020-04-08 23:56:34
2020-04-09,Esperance (S),0,WA,2020-04-08 23:56:34
2020-04-09,Exmouth (S),0,WA,2020-04-08 23:56:34
2020-04-09,Fremantle (C),6,WA,2020-04-08 23:56:34
2020-04-09,Gingin (S),1,WA,2020-04-08 23:56:34
2020-04-09,Gnowangerup (S),0,WA,2020-04-08 23:56:34
2020-04-09,Goomalling (S),1,WA,2020-04-08 23:56:34
2020-04-09,Gosnells (C),8,WA,2020-04-08 23:56:34
2020-04-09,Greater Geraldton (C),2,WA,2020-04-08 23:56:34
2020-04-09,Halls Creek (S),0,WA,2020-04-08 23:56:34
2020-04-09,Harvey (S),1,WA,2020-04-08 23:56:34
2020-04-09,Irwin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Jerramungup (S),0,WA,2020-04-08 23:56:34
2020-04-09,Joondalup (C),34,WA,2020-04-08 23:56:34
2020-04-09,Kalamunda (C),7,WA,2020-04-08 23:56:34
2020-04-09,Kalgoorlie - Boulder (C),3,WA,2020-04-08 23:56:34
2020-04-09,Karratha (C),2,WA,2020-04-08 23:56:34
2020-04-09,Katanning (S),0,WA,2020-04-08 23:56:34
2020-04-09,Kellerberrin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Kent (S),0,WA,2020-04-08 23:56:34
2020-04-09,Kojonup (S),0,WA,2020-04-08 23:56:34
2020-04-09,Kondinin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Koorda (S),0,WA,2020-04-08 23:56:34
2020-04-09,Kulin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Kwinana (C),4,WA,2020-04-08 23:56:34
2020-04-09,Lake Grace (S),0,WA,2020-04-08 23:56:34
2020-04-09,Laverton (S),0,WA,2020-04-08 23:56:34
2020-04-09,Leonora (S),0,WA,2020-04-08 23:56:34
2020-04-09,Mandurah (C),27,WA,2020-04-08 23:56:34
2020-04-09,Manjimup (S),0,WA,2020-04-08 23:56:34
2020-04-09,Meekatharra (S),0,WA,2020-04-08 23:56:34
2020-04-09,Melville (C),25,WA,2020-04-08 23:56:34
2020-04-09,Menzies (S),0,WA,2020-04-08 23:56:34
2020-04-09,Merredin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Mingenew (S),0,WA,2020-04-08 23:56:34
2020-04-09,Moora (S),0,WA,2020-04-08 23:56:34
2020-04-09,Morawa (S),0,WA,2020-04-08 23:56:34
2020-04-09,Mosman Park (T),4,WA,2020-04-08 23:56:34
2020-04-09,Mount Magnet (S),0,WA,2020-04-08 23:56:34
2020-04-09,Mount Marshall (S),0,WA,2020-04-08 23:56:34
2020-04-09,Mukinbudin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Mundaring (S),8,WA,2020-04-08 23:56:34
2020-04-09,Murchison (S),0,WA,2020-04-08 23:56:34
2020-04-09,Murray (S),1,WA,2020-04-08 23:56:34
2020-04-09,Nannup (S),0,WA,2020-04-08 23:56:34
2020-04-09,Narembeen (S),0,WA,2020-04-08 23:56:34
2020-04-09,Narrogin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Nedlands (C),8,WA,2020-04-08 23:56:34
2020-04-09,Ngaanyatjarraku (S),0,WA,2020-04-08 23:56:34
2020-04-09,Northam (S),1,WA,2020-04-08 23:56:34
2020-04-09,Northampton (S),0,WA,2020-04-08 23:56:34
2020-04-09,Nungarin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Peppermint Grove (S),1,WA,2020-04-08 23:56:34
2020-04-09,Perenjori (S),0,WA,2020-04-08 23:56:34
2020-04-09,Perth (C),13,WA,2020-04-08 23:56:34
2020-04-09,Pingelly (S),0,WA,2020-04-08 23:56:34
2020-04-09,Plantagenet (S),0,WA,2020-04-08 23:56:34
2020-04-09,Port Hedland (T),1,WA,2020-04-08 23:56:34
2020-04-09,Quairading (S),0,WA,2020-04-08 23:56:34
2020-04-09,Ravensthorpe (S),0,WA,2020-04-08 23:56:34
2020-04-09,Sandstone (S),0,WA,2020-04-08 23:56:34
2020-04-09,Serpentine-Jarrahdale (S),4,WA,2020-04-08 23:56:34
2020-04-09,Shark Bay (S),0,WA,2020-04-08 23:56:34
2020-04-09,South Perth (C),8,WA,2020-04-08 23:56:34
2020-04-09,Stirling (C),37,WA,2020-04-08 23:56:34
2020-04-09,Subiaco (C),4,WA,2020-04-08 23:56:34
2020-04-09,Swan (C),10,WA,2020-04-08 23:56:34
2020-04-09,Tammin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Three Springs (S),0,WA,2020-04-08 23:56:34
2020-04-09,Toodyay (S),2,WA,2020-04-08 23:56:34
2020-04-09,Trayning (S),0,WA,2020-04-08 23:56:34
2020-04-09,Upper Gascoyne (S),0,WA,2020-04-08 23:56:34
2020-04-09,Victoria Park (T),7,WA,2020-04-08 23:56:34
2020-04-09,Victoria Plains (S),0,WA,2020-04-08 23:56:34
2020-04-09,Vincent (C),5,WA,2020-04-08 23:56:34
2020-04-09,Wagin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Wandering (S),0,WA,2020-04-08 23:56:34
2020-04-09,Wanneroo (C),32,WA,2020-04-08 23:56:34
2020-04-09,Waroona (S),0,WA,2020-04-08 23:56:34
2020-04-09,West Arthur (S),0,WA,2020-04-08 23:56:34
2020-04-09,Westonia (S),0,WA,2020-04-08 23:56:34
2020-04-09,Wickepin (S),0,WA,2020-04-08 23:56:34
2020-04-09,Williams (S),0,WA,2020-04-08 23:56:34
2020-04-09,Wiluna (S),0,WA,2020-04-08 23:56:34
2020-04-09,Wongan-Ballidu (S),0,WA,2020-04-08 23:56:34
2020-04-09,Woodanilling (S),0,WA,2020-04-08 23:56:34
2020-04-09,Wyalkatchem (S),0,WA,2020-04-08 23:56:34
2020-04-09,Wyndham-East Kimberley (S),3,WA,2020-04-08 23:56:34
2020-04-09,Yalgoo (S),0,WA,2020-04-08 23:56:34
2020-04-09,Yilgarn (S),2,WA,2020-04-08 23:56:34
2020-04-09,York (S),0,WA,2020-04-08 23:56:34
2020-04-09,Cockburn (C),0,WA,2020-04-08 23:56:34
2020-04-09,Cockburn (C),17,WA,2020-04-08 23:56:34
2020-04-09,Rockingham (C),0,WA,2020-04-08 23:56:34
2020-04-09,Rockingham (C),20,WA,2020-04-08 23:56:34
2020-04-09,Armidale Regional,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Ballina,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Bellingen,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Blayney,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Broken Hill,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Coonamble,&#x200B;1-4,NSW,2020-04-09 00:03:44
2020-04-09,Cootamundra-Gundagai Regional,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Glen Innes Severn,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Greater Hume Shire,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Griffith,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Gunnedah,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Hay,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Hilltops,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Inverell,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Kempsey,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Lachlan,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Lithgow,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Liverpool Plains,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Murrumbidgee,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Muswellbrook,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Nambucca,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Narrandera,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Narromine,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Parkes,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Richmond Valley,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Singleton,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Tenterfield,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Upper Hunter Shire,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Upper Lachlan Shire,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Uralla,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Warren,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Warrumbungle Shire,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Weddin,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Wollondilly,1-4,NSW,2020-04-09 00:03:44
2020-04-09,Berrigan,5,NSW,2020-04-09 00:03:44
2020-04-09,Cabonne,5,NSW,2020-04-09 00:03:44
2020-04-09,Dubbo Regional,5,NSW,2020-04-09 00:03:44
2020-04-09,Dungog,5,NSW,2020-04-09 00:03:44
2020-04-09,Lismore,5,NSW,2020-04-09 00:03:44
2020-04-09,Mid-Western Regional,5,NSW,2020-04-09 00:03:44
2020-04-09,Albury,6,NSW,2020-04-09 00:03:44
2020-04-09,Snowy Monaro Regional,6,NSW,2020-04-09 00:03:44
2020-04-09,Yass Valley,6,NSW,2020-04-09 00:03:44
2020-04-09,Burwood,7,NSW,2020-04-09 00:03:44
2020-04-09,Federation,7,NSW,2020-04-09 00:03:44
2020-04-09,Kiama,7,NSW,2020-04-09 00:03:44
2020-04-09,Clarence Valley,8,NSW,2020-04-09 00:03:44
2020-04-09,Goulburn Mulwaree,8,NSW,2020-04-09 00:03:44
2020-04-09,Bathurst Regional,9,NSW,2020-04-09 00:03:44
2020-04-09,Bega Valley,9,NSW,2020-04-09 00:03:44
2020-04-09,Orange,9,NSW,2020-04-09 00:03:44
2020-04-09,Strathfield,9,NSW,2020-04-09 00:03:44
2020-04-09,Eurobodalla,10,NSW,2020-04-09 00:03:44
2020-04-09,Queanbeyan-Palerang Regional,10,NSW,2020-04-09 00:03:44
2020-04-09,Wagga Wagga,10,NSW,2020-04-09 00:03:44
2020-04-09,Tamworth Regional,12,NSW,2020-04-09 00:03:44
2020-04-09,Coffs Harbour,13,NSW,2020-04-09 00:03:44
2020-04-09,Tweed,13,NSW,2020-04-09 00:03:44
2020-04-09,Byron,14,NSW,2020-04-09 00:03:44
2020-04-09,Canada Bay,19,NSW,2020-04-09 00:03:44
2020-04-09,Hunters Hill,20,NSW,2020-04-09 00:03:44
2020-04-09,Shellharbour,21,NSW,2020-04-09 00:03:44
2020-04-09,Willoughby,21,NSW,2020-04-09 00:03:44
2020-04-09,Blue Mountains,22,NSW,2020-04-09 00:03:44
2020-04-09,Fairfield,22,NSW,2020-04-09 00:03:44
2020-04-09,Hawkesbury,23,NSW,2020-04-09 00:03:44
2020-04-09,Wingecarribee,23,NSW,2020-04-09 00:03:44
2020-04-09,Cessnock,24,NSW,2020-04-09 00:03:44
2020-04-09,Maitland,28,NSW,2020-04-09 00:03:44
2020-04-09,Port Macquarie-Hastings,29,NSW,2020-04-09 00:03:44
2020-04-09,Campbelltown,30,NSW,2020-04-09 00:03:44
2020-04-09,Shoalhaven,30,NSW,2020-04-09 00:03:44
2020-04-09,Port Stephens,31,NSW,2020-04-09 00:03:44
2020-04-09,Camden,35,NSW,2020-04-09 00:03:44
2020-04-09,Liverpool,36,NSW,2020-04-09 00:03:44
2020-04-09,Mid-Coast,37,NSW,2020-04-09 00:03:44
2020-04-09,Lane Cove,39,NSW,2020-04-09 00:03:44
2020-04-09,Mosman,40,NSW,2020-04-09 00:03:44
2020-04-09,North Sydney,44,NSW,2020-04-09 00:03:44
2020-04-09,Parramatta,44,NSW,2020-04-09 00:03:44
2020-04-09,Hornsby,46,NSW,2020-04-09 00:03:44
2020-04-09,Lake Macquarie,46,NSW,2020-04-09 00:03:44
2020-04-09,Newcastle,49,NSW,2020-04-09 00:03:44
2020-04-09,Wollongong,52,NSW,2020-04-09 00:03:44
2020-04-09,Georges River,54,NSW,2020-04-09 00:03:44
2020-04-09,Bayside,57,NSW,2020-04-09 00:03:44
2020-04-09,Penrith,57,NSW,2020-04-09 00:03:44
2020-04-09,The Hills Shire,57,NSW,2020-04-09 00:03:44
2020-04-09,Ku-ring-gai,63,NSW,2020-04-09 00:03:44
2020-04-09,Cumberland,65,NSW,2020-04-09 00:03:44
2020-04-09,Ryde,67,NSW,2020-04-09 00:03:44
2020-04-09,Inner West,71,NSW,2020-04-09 00:03:44
2020-04-09,Randwick,77,NSW,2020-04-09 00:03:44
2020-04-09,Canterbury-Bankstown,82,NSW,2020-04-09 00:03:44
2020-04-09,Sutherland Shire,85,NSW,2020-04-09 00:03:44
2020-04-09,Woollahra,86,NSW,2020-04-09 00:03:44
2020-04-09,Blacktown,98,NSW,2020-04-09 00:03:44
2020-04-09,Central Coast,103,NSW,2020-04-09 00:03:44
2020-04-09,Northern Beaches,145,NSW,2020-04-09 00:03:44
2020-04-09,Sydney,149,NSW,2020-04-09 00:03:44
2020-04-09,Waverley,170,NSW,2020-04-09 00:03:44
2020-04-09,Total,2734,NSW,2020-04-09 00:03:44
2020-04-09,Ararat (RC),1,VIC,2020-04-09 00:03:44
2020-04-09,Ballarat (C),10,VIC,2020-04-09 00:03:44
2020-04-09,Banyule (C),73,VIC,2020-04-09 00:03:44
2020-04-09,Bass Coast (S),4,VIC,2020-04-09 00:03:44
2020-04-09,Baw Baw (S),5,VIC,2020-04-09 00:03:44
2020-04-09,Bayside (C),29,VIC,2020-04-09 00:03:44
2020-04-09,Benalla (RC),3,VIC,2020-04-09 00:03:44
2020-04-09,Boroondara (C),58,VIC,2020-04-09 00:03:44
2020-04-09,Brimbank (C),28,VIC,2020-04-09 00:03:44
2020-04-09,Campaspe (S),2,VIC,2020-04-09 00:03:44
2020-04-09,Cardinia (S),11,VIC,2020-04-09 00:03:44
2020-04-09,Casey (C),45,VIC,2020-04-09 00:03:44
2020-04-09,Central Goldfields (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Corangamite (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Darebin (C),32,VIC,2020-04-09 00:03:44
2020-04-09,East Gippsland (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Frankston (C),36,VIC,2020-04-09 00:03:44
2020-04-09,Gannawarra (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Glen Eira (C),45,VIC,2020-04-09 00:03:44
2020-04-09,Glenelg (S),0,VIC,2020-04-09 00:03:44
2020-04-09,Greater Bendigo (C),9,VIC,2020-04-09 00:03:44
2020-04-09,Greater Dandenong (C),15,VIC,2020-04-09 00:03:44
2020-04-09,Greater Geelong (C),57,VIC,2020-04-09 00:03:44
2020-04-09,Greater Shepparton (C),9,VIC,2020-04-09 00:03:44
2020-04-09,Hepburn (S),2,VIC,2020-04-09 00:03:44
2020-04-09,Hobsons Bay (C),13,VIC,2020-04-09 00:03:44
2020-04-09,Horsham (RC),3,VIC,2020-04-09 00:03:44
2020-04-09,Hume (C),34,VIC,2020-04-09 00:03:44
2020-04-09,Kingston (C),19,VIC,2020-04-09 00:03:44
2020-04-09,Knox (C),12,VIC,2020-04-09 00:03:44
2020-04-09,Latrobe (C),6,VIC,2020-04-09 00:03:44
2020-04-09,Loddon (S),3,VIC,2020-04-09 00:03:44
2020-04-09,Macedon Ranges (S),5,VIC,2020-04-09 00:03:44
2020-04-09,Manningham (C),24,VIC,2020-04-09 00:03:44
2020-04-09,Mansfield (S),3,VIC,2020-04-09 00:03:44
2020-04-09,Maribyrnong (C),10,VIC,2020-04-09 00:03:44
2020-04-09,Maroondah (C),9,VIC,2020-04-09 00:03:44
2020-04-09,Melbourne (C),55,VIC,2020-04-09 00:03:44
2020-04-09,Melton (C),18,VIC,2020-04-09 00:03:44
2020-04-09,Mildura (RC),5,VIC,2020-04-09 00:03:44
2020-04-09,Mitchell (S),9,VIC,2020-04-09 00:03:44
2020-04-09,Moira (S),10,VIC,2020-04-09 00:03:44
2020-04-09,Monash (C),40,VIC,2020-04-09 00:03:44
2020-04-09,Moonee Valley (C),36,VIC,2020-04-09 00:03:44
2020-04-09,Moorabool (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Moreland (C),47,VIC,2020-04-09 00:03:44
2020-04-09,Mornington Peninsula (S),54,VIC,2020-04-09 00:03:44
2020-04-09,Mount Alexander (S),6,VIC,2020-04-09 00:03:44
2020-04-09,Moyne (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Murrindindi (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Nillumbik (S),21,VIC,2020-04-09 00:03:44
2020-04-09,Northern Grampians (S),3,VIC,2020-04-09 00:03:44
2020-04-09,Port Phillip (C),41,VIC,2020-04-09 00:03:44
2020-04-09,South Gippsland (S),4,VIC,2020-04-09 00:03:44
2020-04-09,Southern Grampians (S),2,VIC,2020-04-09 00:03:44
2020-04-09,Stonnington (C),87,VIC,2020-04-09 00:03:44
2020-04-09,Strathbogie (S),2,VIC,2020-04-09 00:03:44
2020-04-09,Surf Coast (S),9,VIC,2020-04-09 00:03:44
2020-04-09,Swan Hill (RC),3,VIC,2020-04-09 00:03:44
2020-04-09,Wangaratta (RC),1,VIC,2020-04-09 00:03:44
2020-04-09,Warrnambool (C),5,VIC,2020-04-09 00:03:44
2020-04-09,Wellington (S),8,VIC,2020-04-09 00:03:44
2020-04-09,West Wimmera (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Whitehorse (C),21,VIC,2020-04-09 00:03:44
2020-04-09,Whittlesea (C),21,VIC,2020-04-09 00:03:44
2020-04-09,Wodonga (RC),1,VIC,2020-04-09 00:03:44
2020-04-09,Wyndham (C),27,VIC,2020-04-09 00:03:44
2020-04-09,Yarra (C),23,VIC,2020-04-09 00:03:44
2020-04-09,Yarra Ranges (S),21,VIC,2020-04-09 00:03:44
2020-04-09,Yarriambiack (S),1,VIC,2020-04-09 00:03:44
2020-04-09,Alpine (S),0,VIC,2020-04-09 00:03:44
2020-04-09,Buloke (S),0,VIC,2020-04-09 00:03:44
2020-04-09,Colac-Otway (S),0,VIC,2020-04-09 00:03:44
